City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
270,Walvis Bay,NA,2022-07-12 00:41:28,-22.9575,14.5053,55.09,83,0,8.08
271,Lixourion,GR,2022-07-12 00:41:28,38.2019,20.4314,72.68,67,0,8.43
272,Port Hardy,CA,2022-07-12 00:41:29,50.6996,-127.4199,64.58,77,100,9.22
273,Dancalan,PH,2022-07-12 00:41:29,9.9821,122.7386,81.61,82,100,1.81
274,Dunedin,NZ,2022-07-12 00:41:29,-45.8742,170.5036,47.8,85,100,17.0
275,Sydney,AU,2022-07-12 00:38:55,-33.8679,151.2073,57.31,83,75,8.05
276,Yerbogachen,RU,2022-07-12 00:42:30,61.2767,108.0108,49.46,62,100,7.4
277,Ilulissat,GL,2022-07-12 00:42:30,69.2167,-51.1,42.82,87,75,2.3
278,Tomatlan,MX,2022-07-12 00:42:31,19.9333,-105.25,83.1,68,22,6.29
279,Gat,IL,2022-07-12 00:42:04,31.61,34.7642,74.08,100,0,0.36
280,Huzhou,CN,2022-07-12 00:42:31,30.8703,120.0933,93.51,61,100,3.67
281,Balakovo,RU,2022-07-12 00:42:31,52.0278,47.8007,76.05,41,100,7.7
282,Kalabo,ZM,2022-07-12 00:42:32,-14.97,22.6814,52.88,55,0,5.26
283,Port Elizabeth,ZA,2022-07-12 00:42:32,-33.918,25.5701,57.31,76,0,11.5
284,Ishigaki,JP,2022-07-12 00:42:32,24.3448,124.1572,87.93,79,75,10.36
285,Apac,UG,2022-07-12 00:42:33,1.9756,32.5386,63.75,80,100,3.18
286,Okhotsk,RU,2022-07-12 00:42:33,59.3833,143.3,63.07,87,95,4.52
287,Road Town,VG,2022-07-12 00:41:23,18.4167,-64.6167,82.49,78,40,11.5
288,Kyra,RU,2022-07-12 00:42:34,49.5776,111.9753,57.16,88,99,3.2
289,Sao Felix Do Xingu,BR,2022-07-12 00:42:34,-6.6447,-51.995,79.5,51,96,2.06
290,Husavik,IS,2022-07-12 00:42:35,66.0449,-17.3389,46.78,99,100,15.99
291,Ostrovnoy,RU,2022-07-12 00:42:35,68.0531,39.5131,59.56,92,98,4.32
292,Lanzhou,CN,2022-07-12 00:38:18,36.0564,103.7922,73.94,62,100,3.96
293,Pechory,RU,2022-07-12 00:42:35,57.8164,27.6119,60.26,99,100,11.43
294,Bud,US,2022-07-12 00:42:36,39.447,-86.1758,85.95,82,22,7.45
295,Raduzhnyy,RU,2022-07-12 00:42:36,62.0961,77.475,59.45,64,6,10.85
296,Lavrentiya,RU,2022-07-12 00:42:36,65.5833,-171.0,43.2,93,100,2.93
297,Zaraza,VE,2022-07-12 00:42:37,9.3503,-65.3245,72.82,94,82,5.01
298,Samarai,PG,2022-07-12 00:42:37,-10.6167,150.6667,82.18,72,32,11.16
299,Mangrol,IN,2022-07-12 00:42:37,21.1167,70.1167,81.27,83,100,21.21
300,Chabahar,IR,2022-07-12 00:42:38,25.2919,60.643,83.82,84,100,4.36
301,Mayya,RU,2022-07-12 00:42:38,61.7333,130.2811,67.32,61,100,0.76
302,Mountain Home,US,2022-07-12 00:42:38,43.133,-115.6912,90.88,15,0,5.75
303,Iracoubo,GF,2022-07-12 00:42:39,5.4802,-53.2011,78.22,85,86,7.83
304,Belyy Yar,RU,2022-07-12 00:42:39,53.6039,91.3903,64.29,65,0,11.18
305,Kentau,KZ,2022-07-12 00:42:40,43.5206,68.5094,73.92,39,0,3.33
306,Belmonte,BR,2022-07-12 00:42:40,-15.8631,-38.8828,72.79,82,79,6.35
307,Wanaka,NZ,2022-07-12 00:42:40,-44.7,169.15,34.11,91,100,1.01
308,Zeya,RU,2022-07-12 00:42:41,53.75,127.2667,72.09,60,9,5.57
309,Broome,US,2022-07-12 00:42:41,42.2506,-75.833,80.98,59,0,10.36
310,Cockburn Town,TC,2022-07-12 00:42:41,21.4612,-71.1419,81.95,86,74,19.82
311,Novobataysk,RU,2022-07-12 00:42:42,46.8981,39.7819,72.81,77,0,6.71
312,Bonthe,SL,2022-07-12 00:42:42,7.5264,-12.505,75.87,89,100,7.87
313,Lagdo,CM,2022-07-12 00:42:42,9.05,13.7333,74.59,82,99,4.32
314,Sabla,NG,2022-07-12 00:42:43,12.7525,4.7077,82.51,61,97,9.89
315,Havre-Saint-Pierre,CA,2022-07-12 00:42:43,50.2334,-63.5986,57.56,94,100,0.0
316,Seoul,KR,2022-07-12 00:40:00,37.5683,126.9778,81.79,67,0,5.75
317,Derzhavinsk,KZ,2022-07-12 00:42:44,51.1,66.3167,68.88,79,77,9.82
318,Usuki,JP,2022-07-12 00:42:44,33.1081,131.7878,78.37,68,100,3.4
319,Phan Thiet,VN,2022-07-12 00:42:44,10.9333,108.1,77.47,91,99,10.69
320,Tabou,CI,2022-07-12 00:42:45,4.423,-7.3528,75.56,83,100,9.4
321,Kenai,US,2022-07-12 00:42:45,60.5544,-151.2583,75.02,55,0,9.22
322,La Rioja,ES,2022-07-12 00:42:45,42.25,-2.5,64.18,48,0,5.64
323,Tual,ID,2022-07-12 00:43:46,-5.6667,132.75,79.11,80,100,18.12
324,Kulhudhuffushi,MV,2022-07-12 00:43:46,6.6221,73.07,81.39,77,100,8.23
325,Altamont,US,2022-07-12 00:43:47,42.2068,-121.7372,95.77,15,0,4.0
326,Floresta,BR,2022-07-12 00:43:47,-8.6011,-38.5686,70.95,81,28,11.99
327,Matara,LK,2022-07-12 00:43:47,5.9485,80.5353,78.8,85,100,12.1
328,Ust-Nera,RU,2022-07-12 00:43:48,64.5667,143.2,77.63,47,68,6.93
329,Maldonado,UY,2022-07-12 00:43:48,-34.6667,-54.9167,48.22,86,100,16.62
330,Dudinka,RU,2022-07-12 00:43:49,69.4058,86.1778,47.62,55,100,18.39
331,Hamilton,US,2022-07-12 00:43:49,39.1834,-84.5333,84.15,66,0,10.36
332,Mto Wa Mbu,TZ,2022-07-12 00:43:49,-3.35,35.85,61.56,87,90,4.27
333,Salalah,OM,2022-07-12 00:43:50,17.0151,54.0924,77.09,94,100,9.22
334,Khandyga,RU,2022-07-12 00:43:50,62.6667,135.6,77.04,59,11,6.2
335,Beyneu,KZ,2022-07-12 00:43:50,45.3167,55.2,82.29,28,1,4.61
336,Sabang,ID,2022-07-12 00:43:51,5.8933,95.3214,81.43,74,100,21.99
337,Svetlaya,RU,2022-07-12 00:43:51,46.5389,138.3297,63.27,99,100,6.2
338,Abu Kamal,SY,2022-07-12 00:43:51,34.4506,40.9171,82.92,42,0,13.29
339,Maragogi,BR,2022-07-12 00:43:52,-9.0122,-35.2225,75.2,85,42,4.85
340,Taperoa,BR,2022-07-12 00:43:52,-7.2075,-36.8267,68.2,87,24,10.6
341,Korla,CN,2022-07-12 00:39:14,41.7597,86.1469,76.08,38,100,14.23
342,Kiruna,SE,2022-07-12 00:41:13,67.8557,20.2251,50.92,87,5,3.44
343,Filadelfia,US,2022-07-12 00:43:02,39.9523,-75.1638,79.41,57,0,4.0
344,Dogondoutchi,NE,2022-07-12 00:43:53,13.6393,4.0287,88.99,50,36,12.95
345,Belozerskoye,RU,2022-07-12 00:43:53,55.8214,65.5842,65.86,85,94,8.43
346,Jardim,BR,2022-07-12 00:43:53,-21.4803,-56.1381,82.9,35,100,11.56
347,Zhuji,CN,2022-07-12 00:43:54,29.7188,120.2423,92.61,59,100,5.68
348,Muyezerskiy,RU,2022-07-12 00:43:54,63.9333,31.65,60.01,90,100,2.53
349,Uvalde,US,2022-07-12 00:43:55,29.3669,-99.767,89.4,10,70,17.87
350,Teknaf,BD,2022-07-12 00:43:55,20.8624,92.3058,79.12,92,96,13.22
351,Flin Flon,CA,2022-07-12 00:43:55,54.7682,-101.865,69.89,50,100,8.48
352,Gawler,AU,2022-07-12 00:43:56,-34.6,138.7333,53.26,96,39,4.92
353,Saskylakh,RU,2022-07-12 00:43:56,71.9167,114.0833,43.0,68,100,17.34
354,Lufilufi,WS,2022-07-12 00:43:56,-13.8745,-171.5986,87.58,72,11,12.33
355,Kitzingen,DE,2022-07-12 00:43:57,49.7333,10.1667,58.15,82,99,0.87
356,Ponta Delgada,PT,2022-07-12 00:41:04,37.7333,-25.6667,71.51,83,40,5.75
357,Torbay,CA,2022-07-12 00:43:57,47.6666,-52.7314,63.37,60,75,12.66
358,General Roca,AR,2022-07-12 00:43:58,-39.0333,-67.5833,40.62,50,79,12.62
359,Uvinza,TZ,2022-07-12 00:43:58,-5.1036,30.3911,67.3,51,87,3.71
360,Inuvik,CA,2022-07-12 00:43:58,68.3499,-133.7218,72.36,64,75,12.66
361,Noumea,NC,2022-07-12 00:39:50,-22.2763,166.4572,75.0,99,13,7.14
362,Yaring,TH,2022-07-12 00:43:59,6.8662,101.3689,78.1,86,100,13.73
363,Homer,US,2022-07-12 00:40:06,59.6425,-151.5483,66.09,64,40,8.99
364,Bathsheba,BB,2022-07-12 00:43:59,13.2167,-59.5167,83.01,89,20,23.02
365,Zhuhai,CN,2022-07-12 00:44:00,22.2769,113.5678,87.85,84,20,5.75
366,Touros,BR,2022-07-12 00:42:34,-5.1989,-35.4608,74.46,90,66,10.16
367,Chase,CA,2022-07-12 00:44:00,50.8165,-119.6857,91.33,30,0,4.07
368,Acurenam,GQ,2022-07-12 00:44:00,1.0322,10.6488,63.5,97,97,3.65
369,Cabedelo,BR,2022-07-12 00:39:31,-6.9811,-34.8339,75.87,86,9,11.45
370,Zhigansk,RU,2022-07-12 00:44:01,66.7697,123.3711,64.65,68,28,11.7
371,Yulara,AU,2022-07-12 00:45:01,-25.2406,130.9889,55.63,53,0,16.2
372,Port Macquarie,AU,2022-07-12 00:45:02,-31.4333,152.9167,57.22,67,100,2.53
373,Namatanai,PG,2022-07-12 00:45:02,-3.6667,152.4333,85.28,66,11,9.33
374,Verkhnevilyuysk,RU,2022-07-12 00:45:03,63.4453,120.3167,71.6,57,11,6.35
375,Kloulklubed,PW,2022-07-12 00:45:03,7.0419,134.2556,75.7,70,100,9.08
376,Nola,IT,2022-07-12 00:45:03,40.922,14.5329,75.63,78,0,1.63
377,Picota,PE,2022-07-12 00:45:04,-6.9197,-76.3304,79.29,75,83,1.99
378,Staryy Nadym,RU,2022-07-12 00:45:04,65.6118,72.6842,54.32,63,82,7.34
379,Jalu,LY,2022-07-12 00:45:05,29.0331,21.5482,76.77,47,0,12.53
380,Talaya,RU,2022-07-12 00:45:05,61.3833,152.75,87.26,34,17,16.67
381,Andenes,NO,2022-07-12 00:45:05,69.3143,16.1194,53.92,87,40,5.75
382,Birjand,IR,2022-07-12 00:45:06,32.8663,59.2211,63.07,22,0,4.61
383,Bambanglipuro,ID,2022-07-12 00:45:06,-7.95,110.2833,78.71,84,81,6.55
384,Bajil,YE,2022-07-12 00:45:06,15.0584,43.2851,92.01,34,100,4.18
385,Candolim,IN,2022-07-12 00:45:07,15.5181,73.7626,79.48,84,100,18.34
386,Laje,BR,2022-07-12 00:45:07,-10.1833,-40.9667,66.74,75,10,5.35
387,Troitsko-Pechorsk,RU,2022-07-12 00:45:08,62.7084,56.1964,65.8,65,56,3.65
388,Port Moresby,PG,2022-07-12 00:45:08,-9.4431,147.1797,85.42,66,20,8.05
389,Port Hawkesbury,CA,2022-07-12 00:45:08,45.6169,-61.3485,63.97,56,0,5.75
390,Amet,IN,2022-07-12 00:45:09,25.3,73.9333,77.09,86,21,9.86
391,Asau,RO,2022-07-12 00:45:09,46.4333,26.4,51.28,83,11,5.75
392,Aripuana,BR,2022-07-12 00:45:10,-9.1667,-60.6333,80.35,49,87,1.25
393,Coahuayana,MX,2022-07-12 00:45:10,18.7333,-103.6833,83.14,76,13,5.1
394,Kikerino,RU,2022-07-12 00:45:10,59.4667,29.6333,58.78,99,100,6.73
395,Conakry,GN,2022-07-12 00:45:11,9.538,-13.6773,73.47,94,75,6.91
396,Tessalit,ML,2022-07-12 00:45:11,20.1986,1.0114,92.91,22,59,10.63
397,Mandurah,AU,2022-07-12 00:43:04,-32.55,115.7,49.91,67,1,11.25
398,Albina,SR,2022-07-12 00:45:12,5.5,-54.05,73.45,99,100,2.37
399,Uruguaiana,BR,2022-07-12 00:45:12,-29.7547,-57.0883,53.53,94,100,23.02
400,Port Lincoln,AU,2022-07-12 00:45:12,-34.7333,135.8667,57.36,63,6,15.23
401,Palamos,ES,2022-07-12 00:45:13,41.8484,3.1291,73.38,60,0,4.0
402,Zilair,RU,2022-07-12 00:45:13,52.2332,57.4392,61.7,91,1,4.99
403,Prince Rupert,CA,2022-07-12 00:45:07,54.3161,-130.3201,60.89,64,100,6.91
404,Xuanzhou,CN,2022-07-12 00:45:13,30.9525,118.7553,93.88,56,94,4.47
405,Byron Bay,AU,2022-07-12 00:41:27,-28.65,153.6167,63.95,66,76,3.89
406,Vaitape,PF,2022-07-12 00:45:14,-16.5167,-151.75,78.06,74,0,8.5
407,Rawson,AR,2022-07-12 00:45:14,-43.3002,-65.1023,39.4,66,0,10.76
408,Ribeira Grande,PT,2022-07-12 00:45:15,38.5167,-28.7,68.81,81,11,5.48
409,Holme,DK,2022-07-12 00:45:15,56.1138,10.1725,56.77,91,11,7.63
410,Haines Junction,CA,2022-07-12 00:45:15,60.7522,-137.5108,62.55,42,100,11.5
411,Mirnyy,RU,2022-07-12 00:45:16,62.5353,113.9611,59.23,93,100,4.0
412,Tucurui,BR,2022-07-12 00:45:16,-3.7661,-49.6725,76.98,75,57,1.97
413,Lata,PT,2022-07-12 00:45:17,40.1629,-8.3327,65.07,50,100,3.8
414,Oistins,BB,2022-07-12 00:45:17,13.0667,-59.5333,82.49,78,20,23.02
415,Pekan,MY,2022-07-12 00:45:17,3.4836,103.3996,75.31,88,99,4.68
416,Carutapera,BR,2022-07-12 00:45:18,-1.195,-46.02,75.34,92,18,5.66
417,Gravdal,NO,2022-07-12 00:45:18,68.1214,13.5031,53.64,93,100,18.41
418,Manokwari,ID,2022-07-12 00:45:18,-0.8667,134.0833,82.04,70,100,1.57
419,Chicama,PE,2022-07-12 00:46:19,-7.8447,-79.1469,59.54,82,15,5.64
420,Nishihara,JP,2022-07-12 00:46:19,26.1842,127.7558,86.05,79,40,6.91
421,Miri,MY,2022-07-12 00:46:19,4.4148,114.0089,77.14,88,20,4.61
422,Betanzos,ES,2022-07-12 00:46:20,43.2804,-8.2147,61.99,87,100,2.3
423,Tanout,NE,2022-07-12 00:46:20,14.9709,8.8879,89.55,34,49,7.14
424,Kongolo,CD,2022-07-12 00:46:21,-5.3833,27.0,77.4,38,87,5.08
425,Los Llanos De Aridane,ES,2022-07-12 00:46:21,28.6585,-17.9182,69.55,92,75,14.97
426,Buta,CD,2022-07-12 00:46:21,2.7858,24.73,68.74,99,88,1.74
427,Vila Franca Do Campo,PT,2022-07-12 00:46:22,37.7167,-25.4333,71.2,88,100,7.54
428,Gasa,PS,2022-07-12 00:46:22,31.5,34.4667,66.88,74,3,2.57
429,Bouna,CI,2022-07-12 00:46:22,9.2667,-3.0,71.55,95,100,5.06
430,Kamaishi,JP,2022-07-12 00:46:23,39.2667,141.8833,77.22,81,100,6.11
431,Shitanjing,CN,2022-07-12 00:46:23,39.2342,106.3439,77.22,45,100,3.94
432,Havoysund,NO,2022-07-12 00:46:23,70.9963,24.6622,48.43,77,9,5.37
433,College,US,2022-07-12 00:46:24,64.8569,-147.8028,76.46,70,100,5.75
434,Coari,BR,2022-07-12 00:46:24,-4.085,-63.1414,78.91,77,100,1.88
435,Marystown,CA,2022-07-12 00:43:10,47.1666,-55.1483,58.86,100,15,9.66
436,Ascension,US,2022-07-12 00:46:25,30.2169,-90.9001,87.17,81,40,5.75
437,Takhtamygda,RU,2022-07-12 00:46:25,54.1,123.5667,69.17,64,100,4.97
438,Ouesso,CG,2022-07-12 00:46:26,1.6136,16.0517,71.1,86,28,2.77
439,Harper,LR,2022-07-12 00:46:26,4.375,-7.7169,75.58,81,100,9.71
440,Kununurra,AU,2022-07-12 00:46:26,-15.7667,128.7333,69.78,21,13,11.5
441,Camacha,PT,2022-07-12 00:46:27,33.0833,-16.3333,65.62,68,75,19.57
442,Necochea,AR,2022-07-12 00:46:27,-38.5473,-58.7368,45.28,58,100,13.65
443,Pasighat,IN,2022-07-12 00:46:27,28.0667,95.3333,82.09,87,76,0.4
444,Whitehorse,CA,2022-07-12 00:46:28,60.7161,-135.0538,65.17,36,75,13.8
445,Natal,BR,2022-07-12 00:41:36,-5.795,-35.2094,77.22,94,0,5.75
446,Muli,MV,2022-07-12 00:46:28,2.9167,73.5667,81.46,69,100,1.68
447,Mach,PK,2022-07-12 00:46:29,29.8637,67.3298,82.11,74,52,1.63
448,Lawton,US,2022-07-12 00:46:29,34.6087,-98.3903,102.11,26,0,12.66
449,Kilinochchi,LK,2022-07-12 00:46:29,9.3961,80.3982,80.64,78,100,14.05
450,Uglovskoye,RU,2022-07-12 00:46:30,51.3557,80.1942,69.22,57,2,15.52
451,Sedkyrkeshch,RU,2022-07-12 00:46:30,61.75,50.9167,62.87,100,2,0.0
452,Paamiut,GL,2022-07-12 00:46:31,61.994,-49.6678,39.11,94,44,11.36
453,Spruce Grove,CA,2022-07-12 00:46:31,53.5334,-113.9187,78.31,41,0,2.3
454,Sao Filipe,CV,2022-07-12 00:46:31,14.8961,-24.4956,73.71,85,37,4.56
455,Najran,SA,2022-07-12 00:46:32,17.4924,44.1277,84.85,31,100,5.3
456,Akureyri,IS,2022-07-12 00:45:34,65.6835,-18.0878,48.13,93,100,18.41
457,Colares,PT,2022-07-12 00:46:32,38.7992,-9.4469,76.33,52,100,9.35
458,Whitley Bay,GB,2022-07-12 00:46:32,55.0397,-1.4471,71.08,62,0,4.61
459,Redmond,US,2022-07-12 00:42:58,47.674,-122.1215,89.82,49,0,5.99
460,Pitimbu,BR,2022-07-12 00:46:33,-7.4706,-34.8086,75.79,85,86,10.65
461,Ust-Ilimsk,RU,2022-07-12 00:46:33,58.0006,102.6619,57.42,78,60,7.92
462,Alexandria,EG,2022-07-12 00:42:03,31.2156,29.9553,76.96,73,40,9.22
463,Takoradi,GH,2022-07-12 00:46:34,4.8845,-1.7554,75.45,84,100,10.31
464,Shilka,RU,2022-07-12 00:46:34,51.85,116.0333,58.26,98,100,4.05
465,Sudogda,RU,2022-07-12 00:47:35,55.9539,40.8629,73.2,62,100,9.04
466,La Ronge,CA,2022-07-12 00:47:35,55.1001,-105.2842,66.45,63,75,3.44
467,Bogorodskoye,RU,2022-07-12 00:47:35,56.55,37.8833,65.89,84,100,12.48
468,Talnakh,RU,2022-07-12 00:47:36,69.4865,88.3972,47.21,56,46,20.49
469,Antigonish,CA,2022-07-12 00:47:36,45.6169,-61.9986,65.82,66,100,5.01
470,Narsaq,GL,2022-07-12 00:47:36,60.9167,-46.05,52.02,90,31,4.16
471,Ziway,ET,2022-07-12 00:47:37,7.9333,38.7167,61.92,81,100,9.33
472,Orlik,RU,2022-07-12 00:47:37,52.5178,99.825,60.21,58,73,3.0
473,Pacific Grove,US,2022-07-12 00:47:37,36.6177,-121.9166,76.24,84,20,11.5
474,Beloha,MG,2022-07-12 00:47:38,-25.1667,45.05,61.48,76,0,4.25
475,Vestmanna,FO,2022-07-12 00:47:38,62.1564,-7.1664,50.92,93,100,20.71
476,Kango,GA,2022-07-12 00:47:38,0.1943,10.0951,69.21,87,87,1.72
477,Sinnamary,GF,2022-07-12 00:47:39,5.3833,-52.95,78.19,85,97,7.85
478,La Macarena,CO,2022-07-12 00:47:39,2.1837,-73.7849,70.29,98,100,2.46
479,Bastrop,US,2022-07-12 00:47:39,32.7562,-91.8724,92.88,71,0,1.01
480,Sarahan,IN,2022-07-12 00:47:40,31.5167,77.8,64.56,88,79,2.42
481,Sapulpa,US,2022-07-12 00:47:40,35.9987,-96.1142,99.16,40,0,5.75
482,Fernley,US,2022-07-12 00:45:24,39.608,-119.2518,100.04,10,0,5.1
483,Tenenkou,ML,2022-07-12 00:47:41,14.4572,-4.9169,87.35,42,98,15.73
484,Tramore,IE,2022-07-12 00:47:41,52.1624,-7.1524,64.18,96,100,3.0
485,La Concepcion,PA,2022-07-12 00:47:42,8.5167,-82.6167,72.79,94,100,4.14
486,Bacalar,MX,2022-07-12 00:47:42,18.6667,-88.3833,79.52,82,100,5.55
487,Benghazi,LY,2022-07-12 00:47:42,32.1167,20.0667,77.34,65,0,11.79
488,Guilin,CN,2022-07-12 00:47:43,25.2819,110.2864,82.51,80,36,4.43
489,Paraiba Do Sul,BR,2022-07-12 00:47:43,-22.1619,-43.2928,63.59,60,0,3.15
490,Turayf,SA,2022-07-12 00:47:44,31.6725,38.6637,73.65,56,0,4.61
491,Oranjestad,AW,2022-07-12 00:47:44,12.524,-70.027,82.35,78,20,19.57
492,Aykhal,RU,2022-07-12 00:47:44,66.0,111.5,47.53,89,100,5.73
493,Lazaro Cardenas,MX,2022-07-12 00:47:45,17.9583,-102.2,82.98,78,8,8.21
494,Sorland,NO,2022-07-12 00:47:45,67.667,12.6934,53.46,91,100,22.41
495,Havre,FR,2022-07-12 00:47:45,49.5833,0.3333,68.4,63,0,6.91
496,Raglan,NZ,2022-07-12 00:47:46,-37.8,174.8833,63.09,92,100,15.08
497,Kijang,KR,2022-07-12 00:47:46,35.2442,129.2139,80.33,79,100,12.33
498,Shalinskoye,RU,2022-07-12 00:47:46,55.7228,93.7594,57.7,68,99,5.93
499,Viedma,AR,2022-07-12 00:47:47,-40.8135,-62.9967,37.83,72,7,6.31
500,Taybad,IR,2022-07-12 00:47:47,34.74,60.7756,76.15,20,0,14.58
501,Silver City,US,2022-07-12 00:47:47,32.7701,-108.2803,75.16,51,0,10.36
502,Sisimiut,GL,2022-07-12 00:47:48,66.9395,-53.6735,40.82,85,85,4.18
503,Saint-Denis,FR,2022-07-12 00:47:48,48.9167,2.3333,73.18,66,0,8.05
504,Lyuban,BY,2022-07-12 00:47:49,52.7985,28.0048,55.09,94,100,16.17
505,Loksa,EE,2022-07-12 00:47:49,59.5764,25.7214,62.92,93,100,9.84
506,Gorontalo,ID,2022-07-12 00:47:49,0.5412,123.0595,76.64,92,100,3.94
507,Inyonga,TZ,2022-07-12 00:47:50,-6.7167,32.0667,57.16,65,7,4.47
508,Imbituba,BR,2022-07-12 00:48:50,-28.24,-48.6703,69.85,82,100,10.85
509,Iquique,CL,2022-07-12 00:48:51,-20.2208,-70.1431,59.04,75,9,4.99
510,Altamira,BR,2022-07-12 00:48:51,-3.2033,-52.2064,76.23,76,86,2.68
511,Vila,PT,2022-07-12 00:48:51,42.0304,-8.1588,68.7,76,8,5.86
512,Cacu,BR,2022-07-12 00:48:52,-18.5567,-51.1308,68.29,44,51,5.3
513,Quatis,BR,2022-07-12 00:48:52,-22.4072,-44.2581,61.72,60,3,3.27
514,Mandal,IN,2022-07-12 00:48:52,25.45,74.5667,80.28,80,99,2.51
515,Avera,US,2022-07-12 00:48:53,33.194,-82.5271,78.85,71,100,4.12
516,Tra Vinh,VN,2022-07-12 00:48:53,9.9347,106.3453,74.43,97,100,8.68
517,Oktyabrskoye,RU,2022-07-12 00:48:54,43.0645,44.7417,66.34,93,100,4.47
518,Saint-Doulchard,FR,2022-07-12 00:48:54,47.1037,2.352,68.38,66,56,7.18
519,Goulburn,AU,2022-07-12 00:48:54,-34.75,149.7167,48.11,65,100,7.61
520,Rembang,ID,2022-07-12 00:48:55,-6.707,111.3498,80.13,76,41,7.16
521,Krasnoselkup,RU,2022-07-12 00:48:55,65.7,82.4667,52.39,56,7,15.84
522,Gazli,UZ,2022-07-12 00:48:55,40.1333,63.45,79.39,31,0,9.89
523,Sal Rei,CV,2022-07-12 00:48:56,16.1833,-22.9167,73.51,79,72,5.06
524,Senno,RU,2022-07-12 00:48:56,59.5336,33.9167,61.27,97,79,5.57
525,Itagi,BR,2022-07-12 00:48:56,-14.1628,-40.0061,67.59,98,100,0.89
526,Sobolevo,RU,2022-07-12 00:48:57,54.4299,31.8996,59.79,98,100,11.45
527,Port Pirie,AU,2022-07-12 00:48:57,-33.1833,138.0167,54.12,60,26,7.72
528,Mitzic,GA,2022-07-12 00:48:57,0.7821,11.549,67.71,85,100,3.71
529,Hashtrud,IR,2022-07-12 00:48:58,37.4779,47.0508,68.0,42,0,5.39
530,Saldanha,ZA,2022-07-12 00:48:58,-33.0117,17.9442,53.65,84,23,7.83
531,Oktyabrskiy,RU,2022-07-12 00:48:58,54.4815,53.471,65.79,83,0,2.21
532,Standerton,ZA,2022-07-12 00:48:59,-26.9337,29.2415,39.09,55,0,3.11
533,Marawi,PH,2022-07-12 00:48:59,7.9986,124.2928,79.56,63,98,1.5
534,Rovaniemi,FI,2022-07-12 00:48:59,66.5,25.7167,60.21,100,0,2.3
535,Charters Towers,AU,2022-07-12 00:49:00,-20.1,146.2667,63.03,56,3,2.98
536,Puerto Madryn,AR,2022-07-12 00:44:54,-42.7692,-65.0385,41.49,73,0,12.01
537,Divnomorskoye,RU,2022-07-12 00:49:00,44.5011,38.1353,68.83,80,0,0.54
538,Hurghada,EG,2022-07-12 00:49:01,27.2574,33.8129,84.24,37,0,5.75
539,Chapais,CA,2022-07-12 00:49:01,49.7834,-74.8492,58.78,99,100,2.89
540,Poum,NC,2022-07-12 00:49:02,-20.2333,164.0167,73.87,70,89,5.48
